id	chr	strand	skip_start	in_start	in_stop	skip_stop	event_class
6616	chr16	+	15973746	15976807	15976877	15977865	c
6617	chr16	+	18806006	18806787	18806903	18809247	c
6618	chr16	-	20334302	20335139	20335578	20337660	c
6619	chr16	-	20360535	20361094	20361191	20361972	c
6620	chr16	-	21869078	21875105	21875166	21877448	c
6621	chr16	-	23563626	23564366	23564444	23568526	c
6622	chr16	-	24990327	25025185	25025277	25026530	c
6623	chr16	-	27246621	27252675	27253210	27268756	c
6624	chr16	-	27818876	27835184	27835236	27840110	c
6625	chr16	-	28188654	28192263	28192352	28222687	c
6626	chr16	+	28164107	28164252	28164285	28167395	c
6627	chr16	-	28495440	28497900	28497971	28498777	c
6628	chr16	-	28495440	28497669	28497811	28497899	c
6629	chr16	-	28493994	28495328	28495439	28498777	c
6630	chr16	-	29580650	29606288	29606413	29624424	c
6631	chr16	-	29872581	29873908	29873956	29874136	c
6632	chr16	-	30021553	30021595	30021661	30022220	c
6633	chr16	-	30126030	30126917	30126966	30127957	c
6634	chr16	-	31102664	31104634	31104642	31105878	c
6635	chr16	-	46836983	46843516	46843697	46858298	c
6636	chr16	+	50355950	50357499	50357609	50359659	c
6637	chr16	-	53671767	53672223	53672323	53674945	c
6638	chr16	-	56419935	56423098	56423287	56435645	c
6639	chr16	-	57806201	57813274	57813362	57819376	c
6640	chr16	-	57806201	57810399	57810602	57813273	c
6641	chr16	-	57806201	57819377	57819578	57822487	c
6642	chr16	-	58701644	58704950	58705148	58706000	c
6643	chr16	-	66860487	66860581	66860683	66864750	c
6644	chr16	-	66857504	66858759	66858788	66860426	c
6645	chr16	-	67221042	67222808	67222843	67222923	c
6646	chr16	-	67220561	67220663	67220787	67220924	c
6647	chr16	-	67478610	67487448	67487618	67514860	c
6648	chr16	-	68027161	68033171	68033278	68033299	c
6649	chr16	-	69155074	69155340	69155396	69166387	c
6650	chr16	-	69747033	69748868	69748980	69752026	c
6651	chr16	-	69745185	69746932	69747032	69748867	c
6652	chr16	-	70012016	70012126	70012185	70016253	c
6653	chr16	-	70542368	70542570	70542727	70543134	c
6654	chr16	-	70517873	70524234	70524295	70530169	c
6655	chr16	-	71054221	71059287	71059429	71061505	c
6656	chr16	-	71319843	71322782	71322840	71322989	c
6657	chr16	-	71488122	71489976	71490024	71490667	c
6658	chr16	-	71518652	71520984	71521313	71523175	c
6659	chr16	-	72188359	72198271	72198385	72198663	c
6660	chr16	-	74709303	74725176	74725361	74726240	c
6661	chr16	-	75651171	75652485	75652538	75654164	c
6662	chr16	-	81010077	81015412	81015482	81030919	c
6663	chr16	-	81095744	81097352	81097598	81110741	c
6664	chr16	-	81118200	81121207	81121269	81124206	c
6665	chr16	-	84104382	84108203	84108346	84115352	c
6666	chr16	-	84216047	84216685	84216755	84216850	c
6667	chr16	-	84536449	84537565	84537753	84538207	c
6668	chr16	-	84529520	84531026	84531253	84531540	c
6669	chr16	-	85741673	85743771	85743913	85768796	c
6670	chr16	-	86367514	86369375	86369478	86370967	c
6671	chr16	-	86582184	86585786	86585898	86588251	c
6672	chr16	-	86580256	86581642	86581717	86582070	c
6673	chr16	-	87795647	87798673	87798946	87799398	c
6674	chr16	-	87788899	87795556	87795642	87799398	c
6675	chr17	+	3540611	3543483	3543561	3550738	c
6676	chr17	+	4343019	4348328	4348463	4349343	c
6677	chr17	+	4621319	4621557	4621640	4621907	c
6678	chr17	+	4614040	4619269	4619328	4619442	c
6679	chr17	+	4647143	4647287	4647402	4647485	c
6680	chr17	+	4844289	4844373	4844452	4845636	c
6681	chr17	+	5281528	5283660	5283757	5284684	c
6682	chr17	+	5185816	5211990	5212117	5235244	c
6683	chr17	+	5326150	5329292	5329402	5329556	c
6684	chr17	+	5326150	5329557	5329619	5331391	c
6685	chr17	+	6661544	6663726	6663920	6665474	c
6686	chr17	+	6920005	6920270	6920333	6920580	c
6687	chr17	+	6916081	6916639	6916835	6916985	c
6688	chr17	+	7124150	7124244	7124377	7124857	c
6689	chr17	+	7481235	7481546	7481562	7481660	c
6690	chr17	+	7476183	7477579	7477626	7477864	c
6691	chr17	+	7640577	7642246	7642332	7643051	c
6692	chr17	+	7950382	7950577	7950697	7950882	c
6693	chr17	+	9480083	9489091	9489289	9490019	c
6694	chr17	+	15603092	15603450	15603680	15604466	c
6695	chr17	+	17046080	17046871	17046983	17049350	c
6696	chr17	+	17076130	17077231	17077389	17079740	c
6697	chr17	+	17701828	17705355	17705484	17707070	c
6698	chr17	-	17876289	17876980	17877067	17877166	c
6699	chr17	+	18602589	18602674	18602770	18604670	c
6700	chr17	+	18604759	18607933	18608078	18625550	c
6701	chr17	+	18671990	18673362	18673398	18675725	c
6702	chr17	+	18675997	18678450	18678505	18681791	c
6703	chr17	+	18692749	18694210	18694273	18700892	c
6704	chr17	+	18761575	18768783	18768877	18769115	c
6705	chr17	+	18872471	18872656	18872735	18874326	c
6706	chr17	+	19459376	19463732	19463806	19470103	c
6707	chr17	+	20163608	20200275	20200390	20209336	c
6708	chr17	+	20059550	20107647	20109225	20130726	c
6709	chr17	+	20771999	20790906	20791162	20795543	c
6710	chr17	+	21188282	21198988	21199081	21199398	c
6711	chr17	+	25621462	25630394	25630661	25631806	c
6712	chr17	+	28887735	28889888	28889935	28890218	c
6713	chr17	+	28937961	28960117	28960408	28975385	c
6714	chr17	+	29070388	29086510	29086557	29093521	c
6715	chr17	+	30534049	30534532	30534582	30535126	c
6716	chr17	+	30498121	30499957	30500079	30500850	c
6717	chr17	+	30687987	30688488	30688534	30689933	c
6718	chr17	+	32597386	32598166	32598282	32598716	c
6719	chr17	+	34431375	34431922	34432035	34432618	c
6720	chr17	+	35378314	35388912	35388982	35413901	c
6721	chr17	+	35736321	35745606	35745729	35746181	c
6722	chr17	+	35771478	35783610	35783715	35787049	c
6723	chr17	+	35800764	35802666	35802753	35804798	c
6724	chr17	+	36285865	36285967	36286188	36286965	c
6725	chr17	+	37219800	37228721	37228844	37263670	c
6726	chr17	+	37814776	37814994	37815073	37815304	c
6727	chr17	+	38024660	38024803	38024867	38026947	c
6728	chr17	+	38285881	38287791	38287837	38288287	c
6729	chr17	+	39845322	39845925	39846022	39846030	c
6730	chr17	+	39845322	39846031	39846193	39846340	c
6731	chr17	+	39969532	39973311	39973455	39974341	c
6732	chr17	+	40101514	40107236	40107335	40113400	c
6733	chr17	+	40699140	40699287	40699456	40699624	c
6734	chr17	+	40985691	40985794	40985956	40986111	c
6735	chr17	+	40985523	40986112	40986273	40986361	c
6736	chr17	+	41150849	41151951	41152119	41154690	c
6737	chr17	+	41283288	41284617	41284740	41284973	c
6738	chr17	+	42152139	42152338	42152455	42152678	c
6739	chr17	+	42232780	42235202	42235309	42239239	c
6740	chr17	+	42226396	42230006	42230145	42231924	c
6741	chr17	+	42266460	42266576	42266667	42267869	c
6742	chr17	+	42266668	42266793	42266956	42267869	c
6743	chr17	+	42808384	42809547	42809633	42811458	c
6744	chr17	+	43210031	43210399	43210568	43212708	c
6745	chr17	+	43325371	43332503	43332585	43344480	c
6746	chr17	+	43910904	43911081	43911215	43911373	c
6747	chr17	+	45646861	45654412	45654526	45656756	c
6748	chr17	+	46019180	46020673	46020796	46021982	c
6749	chr17	+	46022979	46023228	46023355	46023689	c
6750	chr17	+	46677908	46678791	46679025	46679437	c
6751	chr17	+	48165234	48165590	48165730	48166474	c
6752	chr17	+	48172263	48173060	48173174	48173496	c
6753	chr17	+	48557124	48557242	48557445	48559452	c
6754	chr17	+	48610347	48613391	48613560	48613782	c
6755	chr17	+	48615559	48616246	48616325	48616548	c
6756	chr17	+	48696370	48697045	48697187	48701268	c
6757	chr17	+	53063628	53068187	53068318	53076706	c
6758	chr17	+	56798174	56801402	56801461	56809845	c
6759	chr17	+	56780691	56783240	56783383	56787220	c
6760	chr17	+	56787352	56798108	56798173	56801401	c
6761	chr17	+	57644156	57647880	57648024	57650477	c
6762	chr17	+	57812835	57814815	57814904	57816198	c
6763	chr17	+	57970687	57971158	57971285	57987923	c
6764	chr17	+	60599635	60600496	60600538	60613531	c
6765	chr17	+	60558568	60585770	60585914	60598134	c
6766	chr17	+	60783831	60784794	60784968	60803389	c
6767	chr17	+	60784969	60803390	60803512	60813447	c
6768	chr17	+	61621022	61621374	61621480	61621610	c
6769	chr17	+	61769223	61769603	61769779	61770909	c
6770	chr17	+	61875460	61876950	61876985	61877828	c
6771	chr17	+	62076435	62078445	62078670	62078827	c
6772	chr17	+	62510477	62512842	62512946	62515439	c
6773	chr17	+	65955992	65959450	65959622	65960328	c
6774	chr17	+	66110667	66111203	66111319	66121532	c
6775	chr17	+	72339300	72340363	72340487	72340900	c
6776	chr17	+	72348116	72348359	72348479	72348567	c
6777	chr17	+	72348480	72348568	72348599	72348960	c
6778	chr17	+	72462883	72469676	72470013	72470671	c
6779	chr17	+	73588922	73590783	73590840	73590921	c
6780	chr17	+	73609859	73610063	73610114	73610280	c
6781	chr17	+	73664706	73667897	73667943	73689520	c
6782	chr17	+	73750897	73751137	73751294	73751782	c
6783	chr17	+	73781066	73787842	73788100	73788394	c
6784	chr17	+	73781066	73788395	73788559	73805029	c
6785	chr17	+	74553940	74555028	74555125	74557370	c
6786	chr17	+	76198833	76201685	76201819	76202027	c
6787	chr17	+	76210871	76212048	76212115	76212745	c
6788	chr17	+	76210871	76212746	76212862	76218909	c
6789	chr17	+	76210871	76218910	76219073	76219546	c
6790	chr17	+	77020577	77040038	77040205	77042637	c
6791	chr17	+	78075425	78075611	78075689	78078354	c
6792	chr17	+	78152455	78152904	78153100	78155218	c
6793	chr17	+	78247204	78252564	78252709	78261614	c
6794	chr17	+	78389622	78393387	78393520	78395628	c
6795	chr17	+	78389622	78395629	78395762	78396006	c
6796	chr17	+	80009841	80010255	80010335	80011110	c
6797	chr17	-	80436795	80438345	80438420	80438958	c
6798	chr17	+	80417949	80422167	80422306	80426640	c
6799	chr17	-	80851509	80858528	80858607	80861281	c
6800	chr17	-	80888520	80890535	80890611	80895147	c
6801	chr17	-	80895237	80895723	80895835	80895925	c
6802	chr17	-	681902	681985	682050	683924	c
6803	chr17	-	1413094	1416748	1416848	1417166	c
6804	chr17	-	1442247	1444861	1444934	1451590	c
6805	chr17	-	1542221	1542934	1543036	1543767	c
6806	chr17	-	1549914	1550201	1550283	1551129	c
6807	chr17	-	2371171	2376819	2376958	2380980	c
6808	chr17	-	2367645	2371056	2371170	2376818	c
6809	chr17	-	3366062	3370721	3370848	3372577	c
6810	chr17	-	3957490	3959511	3959639	3961288	c
6811	chr17	-	4936465	4936557	4936679	4936774	c
6812	chr17	-	5383903	5384617	5384709	5386129	c
6813	chr17	-	5383465	5383708	5383863	5384421	c
6814	chr17	-	7296829	7296921	7297155	7297423	c
6815	chr17	-	7296272	7296464	7296665	7296786	c
6816	chr17	-	7834468	7834825	7834894	7835049	c
6817	chr17	-	8048312	8049277	8049455	8049690	c
6818	chr17	-	8077591	8079300	8079344	8079518	c
6819	chr17	-	8111159	8113496	8113543	8113848	c
6820	chr17	-	8132211	8132461	8132524	8132620	c
6821	chr17	-	8283255	8285092	8285459	8285461	c
6822	chr17	-	8638573	8638709	8638929	8644792	c
6823	chr17	-	15890683	15894180	15894418	15897071	c
6824	chr17	-	17174323	17179350	17179478	17184446	c
6825	chr17	-	18210281	18211628	18211661	18211665	c
6826	chr17	-	19607492	19607967	19608007	19608749	c
6827	chr17	-	20356921	20358617	20358711	20359874	c
6828	chr17	-	20356381	20356886	20356920	20359874	c
6829	chr17	-	26107952	26108063	26108137	26108150	c
6830	chr17	-	26902563	26902984	26903035	26903819	c
6831	chr17	-	27031862	27033699	27033760	27037889	c
6832	chr17	-	27044013	27044232	27044309	27045140	c
6833	chr17	-	27043077	27043922	27044012	27044231	c
6834	chr17	-	27420446	27420999	27421108	27421668	c
6835	chr17	-	28120956	28175868	28175947	28256956	c
6836	chr17	-	28549100	28549838	28549933	28562631	c
6837	chr17	-	33343600	33344543	33344625	33348390	c
6838	chr17	-	33433501	33446131	33446191	33448310	c
6839	chr17	-	33690846	33694623	33694719	33700493	c
6840	chr17	-	33750088	33759208	33759276	33759924	c
6841	chr17	-	34249680	34251609	34251776	34252519	c
6842	chr17	-	34247277	34249582	34249679	34251608	c
6843	chr17	-	34588852	34589812	34590033	34590135	c
6844	chr17	-	34857076	34857711	34857741	34858937	c
6845	chr17	-	34884034	34886808	34886898	34888357	c
6846	chr17	-	35641872	35646321	35646430	35656205	c
6847	chr17	-	35992329	35993319	35993448	36002139	c
6848	chr17	-	37283258	37288010	37288290	37295907	c
6849	chr17	-	37949187	37985641	37985741	37988351	c
6850	chr17	-	37944628	37948927	37949186	37985640	c
6851	chr17	-	38209634	38209727	38209888	38210614	c
6852	chr17	-	38566313	38567362	38567498	38567537	c
6853	chr17	-	38564883	38564895	38564959	38565666	c
6854	chr17	-	38634901	38635927	38636094	38636952	c
6855	chr17	-	40049428	40052874	40052902	40054002	c
6856	chr17	-	40135655	40139614	40139712	40139837	c
6857	chr17	-	40152589	40155378	40155575	40169358	c
6858	chr17	-	40149258	40152501	40152588	40169358	c
6859	chr17	-	40345613	40345786	40345868	40346411	c
6860	chr17	-	40744181	40748266	40748370	40761104	c
6861	chr17	-	40738156	40738784	40738909	40739852	c
6862	chr17	-	41258551	41262553	41262597	41267743	c
6863	chr17	-	41459029	41465353	41465425	41465657	c
6864	chr17	-	41459029	41464786	41465304	41465352	c
6865	chr17	-	41847183	41852081	41852306	41856168	c
6866	chr17	-	42398927	42399069	42399135	42399787	c
6867	chr17	-	42399897	42400177	42400220	42400652	c
6868	chr17	-	43481895	43481968	43482047	43482290	c
6869	chr17	-	43535806	43545576	43545959	43552466	c
6870	chr17	+	43935580	43971979	43972139	43972848	c
6871	chr17	-	45917010	45917558	45917738	45918036	c
6872	chr17	-	49284367	49286676	49286791	49294695	c
6873	chr17	-	53029474	53031023	53031120	53038480	c
6874	chr17	-	56424603	56424891	56424945	56428763	c
6875	chr17	-	57963592	57968193	57968289	57970058	c
6876	chr17	-	57944111	57963445	57963591	57968192	c
6877	chr17	-	57944111	57951901	57952064	57955464	c
6878	chr17	-	61949684	61958137	61958296	61972745	c
6879	chr17	-	61994867	61995707	61995866	61996127	c
6880	chr17	-	62007249	62007435	62007745	62008695	c
6881	chr17	-	62589692	62590110	62590222	62594500	c
6882	chr17	-	62760667	62776100	62776323	62776461	c
6883	chr17	-	63793407	63822257	63822601	63847922	c
6884	chr17	-	65353548	65353636	65353694	65362528	c
6885	chr17	-	66914327	66914569	66914687	66915442	c
6886	chr17	-	67190637	67192501	67192624	67193205	c
6887	chr17	-	67280214	67281530	67281561	67282039	c
6888	chr17	-	67310572	67321841	67321958	67323193	c
6889	chr17	-	70067373	70070691	70072874	70078062	c
6890	chr17	-	71027854	71080948	71080985	71084796	c
6891	chr17	-	71205908	71223305	71223403	71228225	c
6892	chr17	-	71375689	71377034	71377089	71380015	c
6893	chr17	-	72700956	72701450	72701516	72708963	c
6894	chr17	-	72694621	72694716	72694760	72699174	c
6895	chr17	-	72691999	72692335	72692356	72694508	c
6896	chr17	-	72859369	72860019	72860189	72860270	c
6897	chr17	-	72863002	72866074	72866225	72868161	c
6898	chr17	-	73164497	73170848	73170918	73177152	c
6899	chr17	-	73238993	73239145	73239247	73239528	c
6900	chr17	-	73264274	73265429	73265529	73266195	c
6901	chr17	-	73274417	73279505	73279674	73282385	c
6902	chr17	-	73845821	73847650	73847757	73851320	c
6903	chr17	-	73887429	73887895	73887959	73888092	c
6904	chr17	-	74060253	74063299	74063411	74066459	c
6905	chr17	-	74625794	74633683	74633818	74639590	c
6906	chr17	-	76120863	76120971	76121066	76121239	c
6907	chr17	-	76109703	76117638	76117792	76118686	c
6908	chr17	-	76994046	76996183	76996352	77001454	c
6909	chr17	-	77111831	77231849	77231887	77303806	c
6910	chr17	-	78113940	78115119	78115180	78115581	c
6911	chr17	-	78188565	78188833	78188937	78190831	c
6912	chr17	-	79867479	79868778	79868891	79869143	c
6913	chr17	-	79870491	79871084	79871169	79871650	c
6914	chr17	-	79891253	79892530	79892621	79892802	c
6915	chr17	-	80020850	80021345	80021394	80022002	c
6916	chr17	-	80403837	80404500	80404572	80405456	c
6917	chr17	-	80585168	80588798	80588898	80601825	c
6918	chr17	-	34495523	34495987	34496051	34496436	c
6919	chr17	-	79852463	79852469	79852500	79857144	c
6920	chr17	-	79781187	79781289	79781389	79782165	c
6921	chr18	+	597130	606979	607099	617988	c
6922	chr18	+	2718433	2722518	2722661	2724897	c
6923	chr18	+	8784842	8785689	8785724	8785934	c
6924	chr18	+	8826231	8828907	8828962	8831605	c
6925	chr18	+	9360070	9388363	9388418	9396278	c
6926	chr18	+	11689939	11752329	11752577	11752852	c
6927	chr18	+	13087646	13088754	13088903	13089455	c
6928	chr18	+	13105079	13114130	13114250	13116373	c
6929	chr18	+	14796249	14810108	14810179	14822604	c
6930	chr18	+	21084412	21086935	21087018	21087949	c
6931	chr18	+	21479030	21479253	21479419	21481091	c
6932	chr18	+	21723224	21723325	21723377	21735665	c
6933	chr18	+	23873496	23875160	23875278	23895193	c
6934	chr18	+	29672850	29693709	29693823	29703481	c
6935	chr18	+	32870356	32870975	32871196	32885940	c
6936	chr18	+	33710035	33713202	33713279	33716270	c
6937	chr18	+	33718836	33719383	33719576	33721100	c
6938	chr18	+	33718390	33722245	33722310	33722789	c
6939	chr18	+	34647509	34664089	34664195	34740163	c
6940	chr18	+	34415340	34424172	34424265	34465520	c
6941	chr18	+	48458731	48466659	48466756	48473387	c
6942	chr18	+	53709576	53717312	53717408	53763306	c
6943	chr18	+	53755815	53759180	53759288	53763306	c
6944	chr18	+	59936182	59936645	59936745	59941213	c
6945	chr18	+	59942707	59947008	59947089	59947593	c
6946	chr18	+	60209808	60212036	60212106	60217581	c
6947	chr18	+	66506164	66506197	66506238	66513550	c
6948	chr18	+	76914556	76936814	76936907	76953183	c
6949	chr18	+	76829530	76856477	76856649	76870355	c
6950	chr18	-	77478017	77488908	77489069	77496355	c
6951	chr18	-	77489070	77496356	77496521	77513652	c
6952	chr18	-	260305	260719	260759	264026	c
6953	chr18	-	690632	691069	691106	691204	c
6954	chr18	-	5293327	5293972	5294000	5295812	c
6955	chr18	-	5393478	5394677	5394792	5395066	c
6956	chr18	-	5489194	5539621	5539697	5540339	c
6957	chr18	-	6926558	6926657	6927583	6928119	c
6958	chr18	-	11886621	11886713	11886777	11886916	c
6959	chr18	-	11897356	11906203	11906308	11908200	c
6960	chr18	-	12546904	12588376	12588418	12635061	c
6961	chr18	-	13682105	13687743	13687881	13697546	c
6962	chr18	-	21181274	21189189	21189255	21192056	c
6963	chr18	-	21759800	21761110	21761243	21776089	c
6964	chr18	-	23637707	23648459	23648521	23658040	c
6965	chr18	-	23658125	23662328	23662492	23667465	c
6966	chr18	-	30554646	30672726	30672874	30791860	c
6967	chr18	-	32844420	32860832	32865141	32870048	c
6968	chr18	-	33704664	33706717	33706979	33709077	c
6969	chr18	-	34398937	34403767	34403834	34408646	c
6970	chr18	-	34833902	34839145	34839227	34844637	c
6971	chr18	-	44098220	44101061	44101245	44102064	c
6972	chr18	-	44284628	44301326	44301432	44336341	c
6973	chr18	-	46623886	46645115	46645296	46690055	c
6974	chr18	-	46918016	46920016	46920112	46956625	c
6975	chr18	-	47800724	47801348	47801415	47801499	c
6976	chr18	-	47799326	47799705	47799796	47799934	c
6977	chr18	-	47796456	47799048	47799108	47799194	c
6978	chr18	-	47812299	47812393	47812627	47812909	c
6979	chr18	-	48326514	48327720	48327874	48331524	c
6980	chr18	-	51851246	51855718	51855810	51858112	c
6981	chr18	-	53252584	53254277	53254367	53256528	c
6982	chr18	-	55283208	55287802	55287880	55288940	c
6983	chr18	-	56936734	56939594	56939846	56940150	c
6984	chr18	-	59828619	59830765	59830889	59854077	c
6985	chr18	-	60999135	61002491	61002591	61006033	c
6986	chr18	-	61305358	61306512	61306574	61306868	c
6987	chr18	-	61310452	61310648	61310837	61328286	c
6988	chr18	-	67806953	67807337	67807424	67809524	c
6989	chr18	-	70829209	70840074	70840197	70867888	c
6990	chr19	+	500071	500102	500168	501679	c
6991	chr19	+	571580	579501	579656	580379	c
6992	chr19	+	805188	805514	805569	806408	c
6993	chr19	+	1823257	1823623	1823715	1824108	c
6994	chr19	+	1905439	1914979	1915025	1917693	c
6995	chr19	+	2098804	2098976	2099028	2099254	c
6996	chr19	+	2269744	2271444	2271529	2271781	c
6997	chr19	+	3382242	3425105	3425175	3433516	c
6998	chr19	+	4357583	4358081	4358169	4359160	c
6999	chr19	+	5110830	5111387	5111549	5119129	c
7000	chr19	+	5626501	5641752	5641957	5645348	c
7001	chr19	+	5681283	5684213	5684361	5684830	c
7002	chr19	+	5684917	5685001	5685130	5686911	c
7003	chr19	+	6921895	6924690	6924883	6926377	c
7004	chr19	+	6896553	6897161	6897315	6897439	c
7005	chr19	+	7828363	7830072	7830135	7830503	c
7006	chr19	+	8275747	8279251	8279365	8306225	c
7007	chr19	+	8491689	8495543	8495751	8503272	c
7008	chr19	+	8536312	8538549	8538592	8539051	c
7009	chr19	+	9443790	9448473	9448534	9449170	c
7010	chr19	+	9443790	9448542	9448693	9449170	c
7011	chr19	+	9443790	9449171	9449258	9451778	c
7012	chr19	+	9732322	9737461	9737536	9742904	c
7013	chr19	+	10655807	10659581	10659710	10662573	c
7014	chr19	+	10790604	10791023	10791119	10791695	c
7015	chr19	+	10794647	10795093	10795152	10798022	c
7016	chr19	+	11031804	11032052	11032119	11032291	c
7017	chr19	+	11218191	11221329	11221447	11222190	c
7018	chr19	+	11670432	11672942	11673039	11674876	c
7019	chr19	+	11762869	11784865	11784991	11789135	c
7020	chr19	+	11784992	11791208	11791787	11793361	c
7021	chr19	+	12015703	12022728	12023802	12024224	c
7022	chr19	+	12203286	12204652	12204710	12221120	c
7023	chr19	+	12951881	12954344	12954421	12958104	c
7024	chr19	+	13059173	13059329	13059366	13059500	c
7025	chr19	+	13875924	13876769	13876879	13879173	c
7026	chr19	+	14817586	14818730	14818777	14826194	c
7027	chr19	+	16259686	16262258	16262388	16263362	c
7028	chr19	+	16296577	16301332	16301384	16301698	c
7029	chr19	+	16319989	16321172	16321206	16337232	c
7030	chr19	+	16918948	16923557	16923661	16925839	c
7031	chr19	+	17329201	17330023	17330196	17330440	c
7032	chr19	+	17338009	17338650	17338814	17339065	c
7033	chr19	+	17379901	17382407	17382464	17384713	c
7034	chr19	+	17382465	17384917	17384994	17387304	c
7035	chr19	+	18453722	18459759	18459878	18466705	c
7036	chr19	+	18853837	18854919	18854965	18856633	c
7037	chr19	+	19144740	19148362	19148516	19153520	c
7038	chr19	+	19307856	19307996	19308060	19308330	c
7039	chr19	+	19496948	19538506	19538801	19546940	c
7040	chr19	+	19454750	19455659	19455735	19456113	c
7041	chr19	+	19456179	19458090	19458172	19459698	c
7042	chr19	+	19976809	19989291	19989416	19990860	c
7043	chr19	+	19976809	19990861	19990955	20002283	c
7044	chr19	+	21117854	21129107	21129195	21131550	c
7045	chr19	-	21281717	21292430	21292450	21299613	c
7046	chr19	+	21677134	21679455	21679524	21681001	c
7047	chr19	+	24270140	24274704	24274817	24288742	c
7048	chr19	+	24216424	24219056	24219184	24219548	c
7049	chr19	+	24229082	24231740	24231816	24232207	c
7050	chr19	+	30099617	30101317	30101539	30102769	c
7051	chr19	+	32836690	32838152	32838244	32843735	c
7052	chr19	+	33663347	33665089	33665202	33666302	c
7053	chr19	+	34699957	34706030	34706205	34706501	c
7054	chr19	+	34919476	34921482	34921564	34922766	c
7055	chr19	+	35502459	35504161	35504272	35504445	c
7056	chr19	+	35533427	35540380	35540420	35550577	c
7057	chr19	+	35749968	35753450	35753595	35757262	c
7058	chr19	+	35757436	35757583	35757641	35757742	c
7059	chr19	+	35760603	35761351	35761500	35761662	c
7060	chr19	+	35835829	35836506	35836623	35837054	c
7061	chr19	+	36109098	36109305	36109367	36109471	c
7062	chr19	+	36122308	36123839	36123903	36124000	c
7063	chr19	+	36133601	36133868	36133947	36135137	c
7064	chr19	+	36709098	36716857	36716975	36719650	c
7065	chr19	+	36795715	36801898	36802290	36802525	c
7066	chr19	+	37065803	37068044	37068185	37084748	c
7067	chr19	+	37341418	37342554	37342625	37342630	c
7068	chr19	+	37342807	37367688	37367778	37383720	c
7069	chr19	+	37408551	37413489	37413748	37416102	c
7070	chr19	+	37848942	37849444	37849563	37853011	c
7071	chr19	+	37815168	37826072	37826159	37838679	c
7072	chr19	+	37960460	37961207	37961289	37966783	c
7073	chr19	+	38089358	38090528	38090653	38102414	c
7074	chr19	+	38089358	38091912	38092006	38102414	c
7075	chr19	+	38060899	38074385	38074735	38075985	c
7076	chr19	+	38895754	38895985	38896061	38896159	c
7077	chr19	+	39123137	39123242	39123318	39125633	c
7078	chr19	+	39109968	39110978	39111075	39114717	c
7079	chr19	+	39616560	39658871	39658942	39660172	c
7080	chr19	+	39658953	39659266	39659480	39660172	c
7081	chr19	+	39663747	39663764	39664016	39664216	c
7082	chr19	+	39882279	39883105	39883162	39884193	c
7083	chr19	+	40131325	40131462	40131546	40132792	c
7084	chr19	+	41089624	41092681	41092850	41094530	c
7085	chr19	+	41125399	41128856	41128926	41129509	c
7086	chr19	+	41782204	41787069	41787180	41798150	c
7087	chr19	+	41810167	41811552	41811580	41811581	c
7088	chr19	+	42312969	42314004	42314055	42314361	c
7089	chr19	+	42392937	42396097	42396194	42396402	c
7090	chr19	-	42848986	42852425	42852624	42853651	c
7091	chr19	+	42862460	42862940	42863106	42863250	c
7092	chr19	+	44669961	44670859	44671035	44674193	c
7093	chr19	+	44717398	44721945	44722005	44732599	c
7094	chr19	+	45285749	45287522	45287658	45293261	c
7095	chr19	+	45417747	45417930	45417990	45418129	c
7096	chr19	+	45582636	45583166	45583287	45593365	c
7097	chr19	+	46196815	46198892	46198976	46201805	c
7098	chr19	+	47251346	47251773	47251922	47258669	c
7099	chr19	+	47523255	47524870	47525104	47535536	c
7100	chr19	+	47879818	47880173	47880246	47880357	c
7101	chr19	+	49459591	49463497	49463593	49464067	c
7102	chr19	+	49618589	49619521	49619729	49621112	c
7103	chr19	+	49891585	49892819	49893595	49894046	c
7104	chr19	+	49894184	49896604	49896676	49897733	c
7105	chr19	+	50018527	50023927	50024458	50024952	c
7106	chr19	+	50180574	50183130	50183182	50183744	c
7107	chr19	+	50180574	50183745	50183845	50185167	c
7108	chr19	+	50305399	50305792	50305856	50306206	c
7109	chr19	+	51295595	51296942	51297073	51297145	c
7110	chr19	+	51728412	51728475	51728854	51729059	c
7111	chr19	+	52264484	52266643	52266770	52271898	c
7112	chr19	+	52786667	52791296	52791368	52793319	c
7113	chr19	+	52857062	52857505	52857632	52868951	c
7114	chr19	+	52877681	52877738	52877965	52882674	c
7115	chr19	+	52956861	52959931	52959989	52960121	c
7116	chr19	+	53046601	53050766	53050891	53056360	c
7117	chr19	+	53935282	53936834	53937003	53943081	c
7118	chr19	+	53935282	53943082	53943186	53945049	c
7119	chr19	+	54059163	54067018	54067046	54072558	c
7120	chr19	+	54656737	54656919	54657130	54657452	c
7121	chr19	+	54705150	54705356	54705477	54710144	c
7122	chr19	+	54710331	54710422	54710592	54711266	c
7123	chr19	+	55290115	55294375	55294475	55358639	c
7124	chr19	+	55329025	55329771	55330054	55331168	c
7125	chr19	+	55320339	55324581	55324683	55325145	c
7126	chr19	+	55385780	55386787	55386821	55396647	c
7127	chr19	+	55385780	55396648	55396937	55399374	c
7128	chr19	+	55417580	55417658	55417692	55420604	c
7129	chr19	+	55417693	55417882	55418165	55420604	c
7130	chr19	+	55421426	55423540	55423586	55424058	c
7131	chr19	+	55489192	55492986	55493050	55493530	c
7132	chr19	+	55595013	55595834	55596010	55597209	c
7133	chr19	+	55853415	55853584	55853744	55854110	c
